3.203574549100790314e+00,1.288214401299571765e+00,1.578041751946456461e+00,6.515118482326768046e+00,4.352362171987729234e+00,4.025060135828250196e+01,1.558227844184365196e+01,9.871131885613412038e+00,8.093426362474950508e+01,5.574371878833296989e+01,3.114190233785309943e+02,1.234577471321295121e+02,8.112171427831201242e+01,6.657181157831265637e+02,4.032430166726474567e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.288214401299571765e+00,5.528685238070748520e-01,6.617063073625970571e-01,2.555457395945933019e+00,1.751255480963460620e+00,1.561631297679416264e+01,6.158094171896418167e+00,3.889235703445881764e+00,3.141655507079560294e+01,2.169762937173319273e+01,1.261382422794688551e+02,5.022306387816797724e+01,3.326508361455007190e+01,2.713904691842104739e+02,1.633646495744929155e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.578041751946456905e+00,6.617063073625971681e-01,1.578041751946456905e+00,2.566346679552230281e+00,2.373149050617351818e+00,1.824689327943083939e+01,6.900157048961181872e+00,4.931393312992576661e+00,3.477194002299705744e+01,2.556665024203918080e+01,1.489722451931153842e+02,5.818239065407464494e+01,3.705391910655840348e+01,3.130354448051514282e+02,1.930646959629459616e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.515118482326768046e+00,2.555457395945933019e+00,2.566346679552229837e+00,1.641298164023422856e+01,8.199424003822594287e+00,8.487699358740489686e+01,3.383315152997406017e+01,2.507555557841061500e+01,1.876555189869590663e+02,1.148364256416204938e+02,6.769616754820202686e+02,2.753789574486432912e+02,2.071787546991314457e+02,1.554497221937403992e+03,8.667917480876615173e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.352362171987729234e+00,1.751255480963460620e+00,2.373149050617351818e+00,8.199424003822594287e+00,6.188156098123639204e+00,5.716789739865277653e+01,2.196799428366727724e+01,1.307080104954800426e+01,1.116898426630790055e+02,8.008556885798799385e+01,4.099459185337476015e+02,1.613884073471931799e+02,1.009650977637325298e+02,8.595711265540493287e+02,5.324800847941482971e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.025060135828250196e+01,1.561631297679416264e+01,1.824689327943084294e+01,8.487699358740489686e+01,5.716789739865277653e+01,9.458437960361388832e+02,3.691462136931522195e+02,2.462190007527882472e+02,1.963460334231167053e+03,1.308695622140360456e+03,3.668526237401496473e+03,1.471538236854954221e+03,1.045555808590114793e+03,8.121616165626276597e+03,4.657532733269374148e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.558227844184365196e+01,6.158094171896419056e+00,6.900157048961181872e+00,3.383315152997406017e+01,2.196799428366727724e+01,3.691462136931522195e+02,1.466607631320096914e+02,9.880376664452533930e+01,7.766315242778708807e+02,5.111619036635326552e+02,1.434130111209244660e+03,5.807575771183360303e+02,4.202490131643032782e+02,3.224812132890970133e+03,1.818658403172782982e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.871131885613412038e+00,3.889235703445881764e+00,4.931393312992575773e+00,2.507555557841061500e+01,1.307080104954800426e+01,2.462190007527882472e+02,9.880376664452533930e+01,9.440616294889620974e+01,5.638375271014627970e+02,3.302431962502689657e+02,1.000174783594067435e+03,4.146217446900755590e+02,3.545044983931438196e+02,2.417461554327678186e+03,1.245750561153077115e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.093426362474950508e+01,3.141655507079560294e+01,3.477194002299705744e+01,1.876555189869590663e+02,1.116898426630790340e+02,1.963460334231167053e+03,7.766315242778709944e+02,5.638375271014627970e+02,4.338774905485876843e+03,2.675914244176693046e+03,7.717042507961165029e+03,3.151971569729508701e+03,2.459635306846121694e+03,1.797471456687429236e+04,9.726712680129836372e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.574371878833296279e+01,2.169762937173319273e+01,2.556665024203918080e+01,1.148364256416204938e+02,8.008556885798799385e+01,1.308695622140360456e+03,5.111619036635326552e+02,3.302431962502689657e+02,2.675914244176693046e+03,1.823724538667340084e+03,4.992133128119440698e+03,1.996501224492863457e+03,1.371036447309423238e+03,1.093547009777423955e+04,6.354810794889897807e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
